ID,Group,Feature_1,Feature_2,Feature_3
ID810,A,2730.4024720636035,420.5483714583738,6071.469302325526
ID671,A,2364.5066977776464,383.87751199579634,5178.021172594505
ID580,B,2812.688071310054,398.6509521584965,5622.58053260392
ID817,B,2973.8502276947784,373.4908930980648,5948.772758151846
ID137,A,2886.4132049781447,396.61743686777646,6677.247695216691
ID251,A,2584.629717140456,408.61555972547666,5704.340151620867
ID460,B,2231.3144389069157,380.0505023636504,4449.009502011767
ID310,B,2655.8929213731553,395.0466812924562,5314.215626786796
ID793,A,2497.6349217242578,390.69083010571745,5537.92945534188
ID705,B,2006.383673264203,393.1358550112898,4008.88087357763
ID101,B,2922.0562934012264,391.02700592151587,5845.893386698798
ID799,B,3029.6804964715207,394.09024245356,6058.228045291562
ID126,C,2689.437401512869,386.13506097536566,-2291.464033661715
ID412,A,2372.356568791024,404.62676103995733,5123.842590197177
ID222,C,2737.8734886788275,386.7044053898998,-2358.5526333595885
ID496,C,2782.399889478543,396.21261477679445,-2379.897752764518
ID318,B,1821.2969045861032,421.33537312648855,3647.4117072919107
ID891,A,1965.988393946897,401.9374614615749,3887.254178291248
ID544,B,2229.9907779333657,394.97125499544,4461.019633012816
ID986,B,2703.9948584810327,427.69955964365255,5421.760728033946
ID707,B,2510.9950029603074,410.9448515364365,5030.807593804552
ID945,C,2526.235463382834,436.35568634438323,-2091.8364458209553
ID605,C,2485.9451418440117,398.6937312828788,-2084.895213977019
ID985,C,2779.288423604665,403.8792103771958,-2366.676292961605
ID425,B,2645.2663962389042,398.6879368475386,5292.466637667092
ID515,B,2238.816129681037,408.8517879141289,4504.874887399628
ID934,C,2648.7473940398445,381.70630664528517,-2279.690323655301
ID270,B,2453.182489118404,404.09181920549,4910.396820413625
ID759,B,2920.8692721140706,359.62623895439543,5820.440113201432
ID483,A,2953.9321082860943,423.51669624211246,6773.2408812968415
ID661,A,2144.746262715316,403.97545567478505,4412.619641635484
ID349,A,2633.4853438148225,386.0588149374351,5992.403920651666
ID478,B,2920.3842701592785,413.2838110835189,5822.888403417156
ID791,C,2340.4643325003467,376.6422940708973,-1948.2881463198405
ID416,A,2737.156022674687,366.2164470597885,6380.775994993777
ID115,A,2574.9532450380984,384.2233264955317,5808.839233852612
ID729,C,2723.867223465382,400.98967272313166,-2314.699542239373
ID373,A,2881.8513419933283,383.3821765147791,6718.755106545385
ID240,A,2892.2877987035804,437.70294365689836,6488.080413452212
ID242,B,2418.0259864010536,395.5621063874808,4851.524086169
ID356,B,2484.478373676535,409.16904340449685,4961.355249188392
ID139,B,2359.114364159235,406.3863457398085,4742.791785276424
ID231,B,2186.501131344101,396.82416491778673,4376.730026970944
ID610,C,2628.439345478221,422.68537577752096,-2218.0392715718895
ID245,B,2594.260621466904,430.5547215037667,5194.5352701171705
ID445,B,2163.9491466568247,403.88988489963594,4325.172285975956
ID274,B,2871.776108240417,409.3936355980323,5745.02828126263
ID656,B,1929.7909519330215,422.9426014278392,3853.000325398631
ID814,C,1999.51643588017,397.7011929824756,-1590.8998357843961
ID518,B,2498.3503710879086,398.66143683276414,5014.410627904687
ID716,C,2831.9897916971154,390.57047249171427,-2434.4085127793223
ID436,B,2805.2699073536146,432.41432164962214,5603.652258137657
ID944,A,3183.373218872577,411.96188023577525,7494.52121039623
ID506,A,2544.0740306591642,410.72654160361685,5553.043912911316
ID365,A,2653.1297471128164,422.658060357504,5858.196323084027
ID512,A,2440.749216967738,408.0087095257961,5275.593779690749
ID564,B,1371.8807598400267,416.4055982272066,2727.1396760827724
ID348,A,2042.134554289745,391.9202473648564,4161.905251781247
ID739,C,2395.5303430708022,408.73569708278967,-1984.9091394617878
ID343,C,2290.0848908126673,374.83352693470204,-1908.5539421233
ID785,B,2893.7743149028956,399.47843302891397,5812.075615881977
ID619,B,2294.0841289700647,370.85209635863487,4582.545291807341
ID265,B,2830.719247237922,406.0877519308899,5660.949006352742
ID938,C,2386.5780569622307,410.2037717387151,-1957.6421622019284
ID778,A,2857.8726081491036,420.3583118479481,6471.674908035702
ID837,A,3040.188405065334,379.1976485171404,7227.85694454586
ID834,B,2890.933825009334,397.2837222841686,5787.505584426601
ID533,A,2746.303291573811,390.1287080924981,6290.702407145711
ID932,A,2399.3084524244205,407.1512657004068,5166.812157880826
ID497,A,2028.5912978349857,397.5945083260417,4092.3453436500627
ID854,C,2928.6601413648336,377.16291321931556,-2549.032020876019
ID142,C,2753.2481776290397,406.57164448019256,-2332.8749886256287
ID761,A,2054.775114435477,417.5774894529114,4059.593706650205
ID309,B,2754.0671375921393,434.78599129066833,5517.576394735675
ID633,B,2397.9980963519697,417.82951813853276,4787.09069574675
ID241,C,2770.6605030386672,417.6011935390277,-2345.211713885171
ID454,C,2590.588202596599,412.5949974027067,-2166.2633173387962
ID883,C,2062.9686961084726,395.570063023141,-1660.4703241490754
ID625,C,2646.881967820804,423.09217553280234,-2204.399855940734
ID179,A,2666.5163623988774,384.48981602251087,6077.450848696604
ID988,A,2696.375091220357,416.5391354510004,6009.543157137833
ID144,B,1973.9366913579545,398.7593446453716,3958.983178895396
ID665,C,2751.8061911153527,420.9646611603969,-2333.783849510401
ID738,B,2345.878708855122,403.2697684232239,4694.253548366466
ID507,A,2451.1497494237638,396.18193519165357,5370.728497672106
ID198,B,2850.6189509632986,392.6427263014779,5696.887563408002
ID551,B,2297.2514759930095,375.907119555737,4551.917063038941
ID757,B,2939.530648163711,396.24342231440346,5897.699758674466
ID620,C,3215.9700118014644,397.7317261656139,-2844.473901926172
ID145,C,2213.551910944544,402.4963031415218,-1795.7303615740145
ID114,A,2419.813629673496,389.21538972114854,5295.989316070474
ID964,C,2316.3684591893493,387.65452597312617,-1913.8150482715005
ID180,C,2419.0251487970104,407.16828142234135,-2018.1310122671298
ID289,A,2558.9132593537247,391.39854489498595,5724.993532492316
ID897,A,2758.9728692059916,405.60316505077714,6242.570378098403
ID413,B,2420.7209937187795,409.09191283431807,4854.5841447105595
ID874,C,2843.7802529846604,407.2583987473483,-2454.6105379729947
ID726,C,2469.296172718986,406.7177518635648,-2056.804171867591
ID390,C,2476.9096149407715,404.82814811806844,-2078.882174739744
ID635,C,2536.3967335764883,380.5694201937016,-2146.8693299260767
ID861,C,2824.279121570592,405.3352739788684,-2410.4000224952674
ID575,B,2630.783181801004,389.54241212588585,5260.885138062664
ID659,B,2516.9976355145595,410.91808107041254,5025.268174232404
ID720,A,2385.8765536981655,381.1507137211159,5254.583429927255
ID171,A,2514.4067984153658,394.7511836469834,5576.288328006512
ID462,C,2602.8993904107933,412.4761015784942,-2191.360504220417
ID600,B,2972.2649712018806,397.03963916259585,5945.771404649306
ID961,B,2485.656782955176,432.54633616252363,4974.795054904868
ID550,C,2252.462408370138,406.9932177419766,-1848.9780335483192
ID849,B,2445.9850205477424,410.43684705057314,4865.182276095697
ID337,B,2449.7965970202404,379.0835282031414,4882.532194687091
ID642,C,2600.367267952422,387.0581559507428,-2181.924120825959
ID213,C,2335.9593546896654,420.23604130121726,-1918.861236318801
ID311,C,2303.12204509116,409.8497355719822,-1901.237871568354
ID841,C,1803.9078448253783,387.82288732577183,-1401.6509164890954
ID829,B,2985.6235440752216,394.9813195943546,5969.290334930833
ID935,B,2257.043831901466,412.87543929410447,4497.859510742406
ID116,B,2668.0374392776775,386.1216621096301,5331.250104889388
ID330,B,2674.7593501375327,402.5811596938433,5371.819405763235
ID501,C,2136.8022116676966,398.07289674528533,-1726.2575825670815
ID232,C,2508.006680634768,411.7581082588158,-2105.6228093902037
ID517,C,2651.4206963506017,400.2477995239019,-2256.411946162689
ID282,C,2964.8260370269704,390.0652622291706,-2559.742505979624
ID468,C,2767.3555857637384,397.6614850288168,-2362.9395158607254
ID335,C,1884.4805868586718,357.77411150740284,-1526.1177219927229
ID261,B,2256.2778647489276,414.22650809202406,4520.102865647986
ID970,A,2368.769867138473,437.84662481281396,4916.811493275044
ID984,B,3158.0753630686168,395.62093816455973,6319.262850405559
ID719,A,2175.1750464391325,362.63710416159006,4706.144037653469
ID907,C,3166.645328391131,407.02041068388786,-2766.5820582286656
ID188,A,2634.6969439744166,394.84475639783716,5913.651719489447
ID902,C,2470.0461161200155,378.57689666068916,-2094.229069144779
ID595,C,2327.110843957661,414.541036860095,-1922.1681298433048
ID779,C,3020.431912663683,384.60384667685656,-2644.1466078410326
ID695,A,2394.0884014695707,416.4684430339331,5116.655698385794
ID594,C,2684.8920615053717,366.74708610998823,-2316.5060029502633
ID151,C,2442.522705096845,374.77106950673664,-2077.6832956380804
ID927,B,2204.6955233623976,394.3675486999957,4398.572192091135
ID827,C,1978.444380139998,388.538296480149,-1581.4811009074658
ID740,B,2555.287538211102,422.50456894976605,5125.140751551782
ID494,B,2384.076713142882,418.8542625045885,4753.246115598493
ID939,B,2136.6423890114925,425.2859020995289,4252.266860411752
ID557,A,1921.5779814106259,410.8398844153724,3719.3263058708408
ID950,C,2506.162428223468,414.11065770896164,-2088.593137954631
ID149,C,2093.3587517738083,408.9142479352129,-1697.2266656676038
ID382,B,2623.8135402334638,402.7933580180524,5236.6862525244405
ID319,C,2979.754048368247,390.1590049251548,-2586.126116657281
ID112,C,3075.0401718491535,405.69387531116894,-2669.5489431249925
ID374,C,3028.678902521563,395.20071735697593,-2615.547595858878
ID606,B,2418.1281602470262,387.75552222917247,4835.046976646583
ID372,A,2888.5565212294487,391.00265156175885,6725.0238688569225
ID931,C,2430.0484597359855,422.08039426311143,-1987.271222482128
ID346,B,2629.1213674969176,414.20262683364757,5281.096200196839
ID749,C,2282.217213224726,386.01882933071306,-1897.219239017808
ID360,A,2617.6737130587053,427.39738390684533,5726.043313865021
ID378,B,2999.90419101783,396.54826765684936,6015.329852963061
ID672,A,2763.229240842227,387.42100894516034,6360.575924011722
ID371,A,2144.5144851308687,385.4468886089262,4497.437370936842
ID347,A,2437.082947077356,410.72444353471934,5239.696938002951
ID685,B,2334.436474412901,388.33344391435463,4666.317065601412
ID993,C,2122.6265192078477,406.37370979172005,-1702.1102058791294
ID683,A,2115.433485905905,403.31747449265345,4318.351251335925
ID419,B,3066.6133571589417,431.6402648239702,6133.559593175436
ID451,A,2833.8032406824627,404.6947385717225,6469.774045741835
ID538,B,1972.2910152206425,383.4911367735586,3946.9176770851186
ID150,A,2206.6569742860856,428.9144189548676,4483.490596964338
ID138,C,2773.714338977521,413.6855107044485,-2376.3236900399884
ID352,A,2346.61862364314,386.2623566137019,5102.102294461027
ID994,C,2191.746976738943,386.3813735737053,-1815.5950915855751
ID684,C,2375.8212948429464,390.9210643364802,-2005.3553017702784
ID862,A,2176.795622108581,389.3470406958472,4608.137571543611
ID888,C,2318.852223920043,425.64465412811217,-1894.4215065201756
ID816,C,2566.921177754123,389.05907390998624,-2182.4088954261256
ID561,A,2785.9525910869743,417.1967938536488,6279.538753827078
ID571,B,2712.104276421328,391.2934498091935,5415.847927004139
ID717,C,2090.6736141452357,430.1604470402159,-1649.639339902013
ID855,B,2845.9260661093995,389.9409468543444,5686.726219047329
ID334,A,2451.243168035658,385.32066534814857,5412.67046983367
ID947,B,2311.0162894238397,399.2838810405217,4629.5916119936355
ID653,A,2686.0276532614303,378.87933096382653,6166.147142671149
ID260,B,2063.5456389774945,392.94395109818487,4110.252389098787
ID521,C,2804.545261083399,376.8922278147719,-2441.3416400922715
ID269,A,2319.3369082155104,425.31487060337685,4848.065314073498
ID769,A,2759.8720963857045,402.4322384167451,6276.024477908906
ID744,A,3000.552049712168,401.3325647067194,6998.034653783127
ID376,B,2243.7685607261074,392.61123270270264,4455.422577358821
ID662,C,2562.599508810145,406.87648624081055,-2134.407101070134
ID736,B,2461.690472440278,388.1950624205722,4916.870522720338
ID237,A,2584.179705301683,428.7976090772085,5613.301118502287
ID700,C,2716.4847314618683,389.4540076823668,-2338.3560935751584
ID819,C,2339.891201860741,385.91330812296246,-1942.5898973075994
ID406,C,2234.865233514295,379.07765167845025,-1851.3045598625515
ID715,A,2386.4842804758705,410.4868059208752,5116.476226804423
ID119,B,2151.3007093633346,395.0183333549212,4282.611910029832
ID842,A,2462.1589040100494,406.04632404910643,5355.717319377728
ID305,C,2077.6399344420147,391.6718897732926,-1697.6563955291833
ID570,B,3230.321402417623,418.76254339264455,6452.141455556688
ID417,A,1910.8306032279734,388.97197365477894,3790.4117008724506
ID960,B,2229.717149114336,401.50252717803477,4438.764234381433
ID527,C,2798.07683920392,397.51964121845975,-2425.5105504684484
ID449,B,2830.257857996313,414.8479076274008,5643.731893822603
ID543,A,2636.8429632344246,399.59129898604687,5912.757290047913
ID464,C,2193.289156160342,415.1829496934925,-1768.1756370649503
ID998,C,3174.1677535337544,382.93981657923086,-2779.813941057825
ID629,C,2622.365532188981,370.1654516286162,-2252.5491413195477
ID643,B,2890.349346809511,405.7544898922059,5764.867142207852
ID441,A,2641.26569833548,386.0443752314371,5964.363357972361
ID586,C,1838.7573839113513,404.2531023158559,-1415.603828923461
ID529,B,2132.010557006862,396.56897662852634,4259.391119987053
ID479,A,2790.184805161718,382.0278982786409,6488.907406470893
ID252,A,2532.3317414918,384.59098401391117,5694.736019553129
ID631,C,2121.84783840289,377.12419097681965,-1750.7484807841427
ID979,A,2338.9339273029955,370.6744298889891,5172.856267982478
ID329,A,2789.007844094847,404.4905109349001,6348.386847361087
ID578,A,2256.8672359251646,401.73861036514865,4746.976251109134
ID858,B,2498.387250749145,380.8844769678478,5015.286121912206
ID881,B,2552.783832544254,384.2658070682762,5107.155421089308
ID294,A,3054.289442428925,390.8557629385814,7210.457585276612
ID898,C,1951.1345947462903,414.3514552842884,-1531.8179739815023
ID781,A,2387.129419207376,409.4409637174001,5129.652977164838
ID925,A,3031.819407417825,409.9161944183184,7049.029190285394
ID722,A,2435.3579408830283,412.79562742292654,5242.195888623788
ID753,B,2406.8326878648063,398.0015930239794,4797.411506397567
ID193,A,2608.1698844608604,396.87366213951015,5838.266446819046
ID650,B,2737.115128250454,404.69426185616567,5486.556569264257
ID403,C,2409.7232992687377,384.929722034769,-2025.795382028999
ID732,C,2348.8131852040906,378.56890165666834,-2005.1567637788605
ID212,B,2571.918016926635,387.9881710837932,5152.582637381004
ID848,B,2556.683449484932,395.28616070910255,5109.533274648643
ID771,B,2163.1543976444586,408.67470638697847,4321.26332454072
ID333,B,2616.331273922259,414.3027957524668,5219.260627893817
ID203,C,2567.506814623683,378.8170843495482,-2185.047556363354
ID975,B,2090.6072957462666,417.12850368502365,4181.161817434881
ID852,A,2829.4849834798297,375.8859862597651,6603.828164752909
ID835,B,2122.1931679157065,414.53943939715344,4260.968797803621
ID495,C,1618.9419365624735,388.0756441533956,-1235.6059530442835
ID102,A,2697.1619286224973,412.469937003688,6019.487451559672
ID879,C,2869.6521211056097,387.4831216330017,-2495.1370014192253
ID648,B,2620.834391539958,413.1464512142718,5241.220391849684
ID271,A,2376.8686028586335,379.2654885952401,5234.251972416394
ID901,A,3148.365049154617,379.73421758767256,7558.6973088515515
ID355,B,1906.0419537223643,403.87574628310176,3801.0523839238263
ID598,C,2324.4545829101094,400.95324669748527,-1914.2177818421876
ID472,C,2294.267009403375,398.6946417750335,-1885.4776857615072
ID871,A,2435.48645856955,408.99010853177873,5253.001436862543
ID128,A,2298.0702590527417,381.6874418036508,4973.906140750757
ID118,B,2529.0093967783423,400.21042929333714,5069.461711172101
ID113,A,2240.3914588875223,399.6565246443862,4745.5727993630435
ID930,B,2837.3802951127623,387.6323038309092,5671.282042107646
ID455,B,2928.1444247660393,395.0455349130923,5847.4243151013015
ID124,A,2476.0649273721847,385.10878902045715,5495.785602609263
ID795,A,2680.456524977289,381.7413798195789,6119.21124259022
ID851,B,2325.02135930367,403.26189046057556,4658.037954415971
ID664,A,2992.78690000133,406.6139946856408,6937.587756212698
ID576,B,3046.009011901722,405.0290828131415,6102.564801219668
ID542,A,2270.66570862433,371.46553020872943,4960.163253027372
ID774,C,2328.8771530101767,373.13321112027063,-1956.2348723885525
ID473,B,2618.817281021491,403.47161748926743,5217.608867007508
ID140,A,2822.207560519682,386.5163177270456,6540.678946745288
ID184,B,2786.9849764567102,376.35768561889023,5557.915962130032
ID174,B,2338.1104020729776,392.38945419595575,4666.204549188299
ID713,A,2897.889265350872,413.60580923030744,6638.167986688317
ID109,B,2546.187223285674,412.4747258399114,5100.051289654768
ID383,A,1872.219706033086,402.40932021988965,3604.200544845724
ID503,B,2553.461192637239,420.3925040796455,5109.157587629088
